ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
AK5,-1.9896795426666678,6.323488192565217,-15.957727237493495,2.0086539861687576e-12,1.1205882560626258e-10,18.688360272471808
TOMM40L,1.6873255433333325,9.380510502391305,15.935418112668543,2.0588935821348084e-12,1.1353636759427685e-10,18.66343697697393
ARMC6,2.2848201323333317,10.823080098826086,15.93288636968398,2.064677734738249e-12,1.1353636759427685e-10,18.66060650921574
TCP1,2.3836923033333317,13.813672,15.929133702016799,2.0732826597631564e-12,1.1353636759427685e-10,18.65641028585854
FARSA,2.581938433333333,12.315998723043478,15.927821751736918,2.0762998516751686e-12,1.1353636759427685e-10,18.654943048893998
GART,2.107517573333336,12.53028032,15.925334978493584,2.0820315220493525e-12,1.1353636759427685e-10,18.652161623780565
BZW2,2.5469079779999984,11.571662181130435,15.903287552183242,2.1335797319785506e-12,1.1582563334229747e-10,18.627484123040198
DNAJB11,1.972062163666667,11.698042554304347,15.89751683297231,2.1472919281372005e-12,1.1604962536620066e-10,18.621019739048883
PUS7,3.417585067000001,10.916325488652173,15.871264110281698,2.210850049174462e-12,1.189535586458046e-10,18.591583703019257
LMNB2,2.197334063333333,12.086019635652175,15.857412410167306,2.2451777209245464e-12,1.198227765733148e-10,18.576034113566607
CCDC191,-1.9238300820000012,7.41731142726087,-15.854223673894708,2.253159035094583e-12,1.198227765733148e-10,18.572452723424224
PES1,2.5103489866666653,12.573125915652174,15.852813325966222,2.2566985840670557e-12,1.198227765733148e-10,18.57086849453291
DLGAP1-AS2,-2.189616497000001,6.546448133217392,-15.837254666718458,2.296135566091647e-12,1.2096977190648513e-10,18.553382906756415
TTLL12,2.2749821866666693,12.005992190869565,15.83562183758094,2.300316065270382e-12,1.2096977190648513e-10,18.551546926247184
PCMTD2,-2.462892990666669,9.920970723652173,-15.832520516244575,2.3082783173961727e-12,1.2096977190648513e-10,18.548059263440482
LIMA1,2.1684656439999994,10.99269739252174,15.816625855188034,2.349542159263317e-12,1.2177427249964728e-10,18.530174573374364
NUFIP1,2.152891587333335,9.510816887130435,15.815971637678171,2.35125705485558e-12,1.2177427249964728e-10,18.529438089018004
"NAA20",1.7205265303333306,11.220787156478261,15.815000025857035,2.3538063575844594e-12,1.2177427249964728e-10,18.52834424622563
ZNF831,-2.7342537343333344,8.834713256043479,-15.798761838602015,2.396843827294537e-12,1.234731547796922e-10,18.510054004612087
FEN1,2.382017528333332,10.388239377869565,15.774902663270167,2.4615835704043163e-12,1.262708928106553e-10,18.48314797447305
PTPN11,1.9192091599999994,12.965154110869566,15.75991214744408,2.503195212270651e-12,1.2786363392298946e-10,18.466223802841238
RUVBL2,2.497727121666667,11.639747461086957,15.749173057434314,2.5334587568687544e-12,1.2886576349013926e-10,18.454090264864394
CDC25B,-2.2903474566666677,11.610724901304348,-15.716851212940291,2.6268823613438285e-12,1.3252829819111157e-10,18.417525112215074
CLUH,2.9433872599999997,12.970426959130435,15.71315861028765,2.6377832638768586e-12,1.3252829819111157e-10,18.41334329496524
IQCN,-2.46957891,6.9080847891304344,-15.711662917043945,2.6422121824915647e-12,1.3252829819111157e-10,18.411649185430175
CCDC47,1.7955115933333357,12.173980446956522,15.708361611501726,2.652015360659835e-12,1.3252829819111157e-10,18.40790940459282
PDSS1,2.6434519566666683,9.453253801304347,15.7046564387667,2.6630632767343752e-12,1.3252829819111157e-10,18.40371124744985
SNRPF,2.1784941016666686,11.078918160217391,15.701955600672738,2.671146931986719e-12,1.3252829819111157e-10,18.400650476047154
HSPA9,2.621439436666666,14.493434331304348,15.68457276973339,2.723793868081127e-12,1.3458876966118418e-10,18.38093939786026
BCL2L1,4.24916410066667,12.837511889478261,15.652061451384837,2.8252031643230866e-12,1.3848608739699637e-10,18.344019146525227
COL6A3,3.907310188666669,10.690961187130435,15.651953531787347,2.82554630654701e-12,1.3848608739699637e-10,18.34389647349897
ACSL4,1.6439659833333362,11.984091910869566,15.627504234858083,2.9044238892329487e-12,1.4177804678650837e-10,18.31608457376635
METTL1,3.4481088913333338,10.067985462173914,15.610450877833973,2.9608060597719736e-12,1.4394987212690567e-10,18.296661963878474
TUBB4B,2.5230657700000023,13.150601230434782,15.604991841244527,2.9790965138264028e-12,1.4425976958552974e-10,18.290440347737988
ABCD2,-2.781708038666668,6.435175917173913,-15.599920285093994,2.9961949413586715e-12,1.4450970502027123e-10,18.284658536357856
NKD1,-3.449626877666666,8.002360845086956,-15.588254143306633,3.0359185439124005e-12,1.4584456306588697e-10,18.271351990827633
MTHFD1L,4.543774665333332,12.506131556695651,15.566079036175866,3.1129563140393023e-12,1.489543444180229e-10,18.24603340132315
HSPH1,3.076352323333335,13.526321539130436,15.554385866041436,3.154402349646027e-12,1.499378322279179e-10,18.232669221824302
